"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,5,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,96.0417097018075,2.96095613757745,0.999999999999997,1.32318787386517,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,5,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,4.64923487318223,2.96095613757745,0.670519305205532,1.32318787386517,0.797235118523798,0.000340957659473506
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,5,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,5,7,0.693147180559945,0,0,0,0.693147180559945,32,5.36617435348013,2.86925909190094,0.733147406667307,1.30857279312952,0.842517786128817,0.000179251212233611
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,5,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,17.0520486484181,2.96095613757745,0.990528255178905,1.32318787386517,0.997146253671669,4.80253145029863e-08
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,5,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,8.59369247994651,2.96095613757745,0.883015494899597,1.32318787386517,0.944218623572136,1.60700958314886e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,5,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,5,7,0.693147180559945,0,0,0,0.693147180559945,32,2.79218267245443,2.86925909190094,0.496794285310697,1.30857279312952,0.643495999219174,0.00168717460597223
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,5,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,5.86336861199139,2.96095613757745,0.757259912631591,1.32318787386517,0.862498797481486,0.000127560847875907
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,5,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,4.59720757974178,2.96095613757745,0.666280345922,1.32318787386517,0.793872916461385,0.000356053012628421
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,5,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,8.93036567831619,2.96095613757745,0.89345691098427,1.32318787386517,0.950211339962697,1.2567757818327e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,5,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,231.577944647016,2.96095613757745,1,1.32318787386517,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,5,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,5,7,1.09861228866811,0,0,0,1.09861228866811,32,21.8760041296682,2.86925909190094,0.99830825213009,1.30857279312952,0.999571852858104,1.80885662004471e-09
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,5,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,241.266967551994,2.96095613757745,1,1.32318787386517,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,5,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,11.6793714186508,2.96095613757745,0.951494041070176,1.32318787386517,0.980639852303057,1.7853998054429e-06
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,5,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,5,7,1.09861228866811,0,0,0,1.09861228866811,32,13.4803994810087,2.86925909190094,0.974261896455502,1.30857279312952,0.990406985141524,4.61652120975486e-07
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,5,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,42.8365559164495,2.96095613757745,0.999998530861009,1.32318787386517,0.999999853238621,2.09832151654155e-14
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,5,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,21.5882675469702,2.96095613757745,0.99778151717203,1.32318787386517,0.999462403684455,2.58224230886839e-09
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,5,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,5,7,1.09861228866811,0,0,0,1.09861228866811,32,7.01425920390111,2.86925909190094,0.828173099869633,1.30857279312952,0.908638335135922,4.87508508940637e-05
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,5,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,14.7294042249654,2.96095613757745,0.980553377146156,1.32318787386517,0.993407661814338,2.23547136024571e-07
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,5,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,11.5486733359398,2.96095613757745,0.949601492115792,1.32318787386517,0.979738149293809,1.95519851164949e-06
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,5,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,5,7,1.09861228866811,0,0,0,1.09861228866811,21,22.4340263519611,2.96095613757745,0.998317341094195,1.32318787386517,0.999607870947649,1.51149637250825e-09
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,2,10,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,52.67701574093,2.96095613757745,0.999999958720003,1.32318787386517,0.999999997138699,2.88657986402541e-15
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,2,10,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,10,0.693147180559945,0,0,0,0.693147180559945,32,4.97613283356356,2.86925909190094,0.704882746038131,1.30857279312952,0.821269675975625,0.000246829433017348
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,2,10,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,54.880976972462,2.96095613757745,0.999999981653695,1.32318787386517,0.999999998825205,1.77635683940025e-15
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,2,10,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,2.65670564181842,2.96095613757745,0.473653154799456,1.32318787386517,0.624056874773433,0.00198636312463296
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,2,10,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,10,0.693147180559945,0,0,0,0.693147180559945,32,3.06638534484579,2.86925909190094,0.527923487609159,1.30857279312952,0.672525668919749,0.00130396612480688
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,2,10,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,9.74402779909607,2.96095613757745,0.91523769922676,1.32318787386517,0.962242524222356,6.98532418041964e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,2,10,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,4.9106814171123,2.96095613757745,0.691143228561842,1.32318787386517,0.813365790970175,0.000274702656609893
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,2,10,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,10,0.693147180559945,0,0,0,0.693147180559945,32,1.59553295568825,2.86925909190094,0.343458609312857,1.30857279312952,0.486159450640141,0.00572465715586146
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,2,10,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,3.35049634970936,2.96095613757745,0.55051900106704,1.32318787386517,0.695887985358423,0.00104528795158676
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,2,10,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,2.62697575985245,2.96095613757745,0.47015415081668,1.32318787386517,0.62065116410459,0.00204364165826831
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,2,10,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,10,0.693147180559945,0,0,0,0.693147180559945,21,5.10306610189498,2.96095613757745,0.705612959125351,1.32318787386517,0.824456790283685,0.000234707427498315
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,2,10,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,132.330254084009,2.96095613757745,1,1.32318787386517,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,2,10,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,10,1.09861228866811,0,0,0,1.09861228866811,32,12.5005737883818,2.86925909190094,0.965204013261456,1.30857279312952,0.986369787083401,9.07414005824059e-07
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,2,10,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,137.86683860114,2.96095613757745,1,1.32318787386517,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,2,10,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,6.67392652494333,2.96095613757745,0.80343596299221,1.32318787386517,0.894397255327496,6.78081509002393e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,10,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,10,1.09861228866811,0,0,0,1.09861228866811,32,7.70308541771922,2.86925909190094,0.857954258981604,1.30857279312952,0.927542739690459,2.88334561988624e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,10,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,24.4780319522569,2.96095613757745,0.999143005247913,1.32318787386517,0.999817967196634,4.18600820673021e-10
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,10,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,12.336152883983,2.96095613757745,0.960028488978536,1.32318787386517,0.984611681195337,1.13381647548483e-06
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,10,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,10,1.09861228866811,0,0,0,1.09861228866811,32,4.00814811651491,2.86925909190094,0.623615121463419,1.30857279312952,0.756326302076062,0.000560356505690862
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,10,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,8.41680241426592,2.96095613757745,0.877159862055078,1.32318787386517,0.940797786980903,1.82986708976429e-05
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,10,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,6.59924190625132,2.96095613757745,0.799533538217294,1.32318787386517,0.891781684361114,7.18240033528161e-05
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,10,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,10,1.09861228866811,0,0,0,1.09861228866811,21,12.8194436296921,2.96095613757745,0.965375871814493,1.32318787386517,0.987015192066732,8.13816803835188e-07
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,10,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,72.9374064105185,2.937355613622,0.999999999982496,1.31946023981616,0.999999999999353,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,10,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,10,0.693147180559945,0,0,0,0.693147180559945,35,6.89003007724186,2.85465509008965,0.823501811554558,1.30621180201603,0.905262925018391,5.30437241541559e-05
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,10,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,75.9890450387926,2.937355613622,0.999999999994574,1.31946023981616,0.999999999999818,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,3,10,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,3.67851550405627,2.937355613622,0.58582231145364,1.31946023981616,0.726313450435731,0.000772672379294681
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,3,10,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,10,0.693147180559945,0,0,0,0.693147180559945,35,4.24576432363263,2.85465509008965,0.646510375290405,1.30621180201603,0.774745392642337,0.000452868326872857
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,3,10,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,13.4917307987484,2.937355613622,0.972390502745781,1.31946023981616,0.989938368951354,5.0000144813378e-07
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,3,10,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,6.79940503907856,2.937355613622,0.811880002012327,1.31946023981616,0.89947189615064,6.05428680184872e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,3,10,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,10,0.693147180559945,0,0,0,0.693147180559945,35,2.2091994771068,2.85465509008965,0.426668792839721,1.30621180201603,0.57426433598993,0.00297374660207606
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,3,10,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,4.63914879190527,2.937355613622,0.671928121101363,1.31946023981616,0.797654198780233,0.000339499825753431
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,3,10,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,3.63735105210338,2.937355613622,0.581759866376637,1.31946023981616,0.722785895908005,0.000801244047787808
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,3,10,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,10,0.693147180559945,0,0,0,0.693147180559945,23,7.06578383339305,2.937355613622,0.824813547336799,1.31946023981616,0.907942693847922,4.93735001213524e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,3,10,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,10,1.09861228866811,0,0,0,1.09861228866811,23,183.226505654781,2.937355613622,1,1.31946023981616,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,3,10,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,10,1.09861228866811,0,0,0,1.09861228866811,35,17.3084867839132,2.85465509008965,0.992518030856424,1.30621180201603,0.997664493545324,3.43617001519192e-08
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,3,10,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,10,1.09861228866811,0,0,0,1.09861228866811,23,190.892545755423,2.937355613622,1,1.31946023981616,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,3,10,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,10,1.09861228866811,0,0,0,1.09861228866811,23,9.24082134222924,2.937355613622,0.903838596439137,1.31946023981616,0.955693941496487,9.81990527282317e-06
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,3,10,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,10,1.09861228866811,0,0,0,1.09861228866811,35,10.6658105783804,2.85465509008965,0.940250860172731,1.30621180201603,0.974132724331446,3.2418074598084e-06
